state,CLAIM_FROM_MONTH,total_paid,total_claims,total_bens,rows,total_paid_delta,total_claims_delta,total_bens_delta,rows_delta
IA,2020-12-01,128371774.91999999,2032910.0,872536.0,24819,3016110.71999985,74732.0,-7260.0,262.0
IA,2021-01-01,133959832.8000001,2101270.0,920507.0,26146,5588057.880000114,68360.0,47971.0,1327.0
IA,2021-02-01,128037591.08000007,2031568.0,913303.0,25499,-5922241.720000029,-69702.0,-7204.0,-647.0
IA,2021-03-01,151778204.26,2426249.0,1145025.0,31515,23740613.179999918,394681.0,231722.0,6016.0
IA,2021-04-01,148230501.8899999,2393010.0,1128892.0,30838,-3547702.370000094,-33239.0,-16133.0,-677.0
IA,2021-05-01,144672028.76000017,2274435.0,1045307.0,29007,-3558473.129999727,-118575.0,-83585.0,-1831.0
IA,2021-06-01,139638314.79000014,2177973.0,1043520.0,29614,-5033713.970000029,-96462.0,-1787.0,607.0
IA,2021-07-01,139765495.9900002,2132419.0,1001426.0,28930,127181.20000004768,-45554.0,-42094.0,-684.0
IA,2021-08-01,150811558.01000017,2389520.0,1176489.0,33189,11046062.01999998,257101.0,175063.0,4259.0
IA,2021-09-01,154250349.1099999,2384749.0,1212681.0,33179,3438791.099999726,-4771.0,36192.0,-10.0
IA,2021-10-01,151897503.9500003,2366654.0,1157747.0,32112,-2352845.159999609,-18095.0,-54934.0,-1067.0
IA,2021-11-01,147949845.4600005,2304948.0,1131545.0,31496,-3947658.489999801,-61706.0,-26202.0,-616.0
IA,2021-12-01,147180993.08000004,2275683.0,1093428.0,30410,-768852.3800004423,-29265.0,-38117.0,-1086.0
IA,2022-01-01,154616362.8000002,2361753.0,1157852.0,31820,7435369.720000148,86070.0,64424.0,1410.0
IA,2022-02-01,139824847.25000006,2126401.0,1016771.0,28487,-14791515.550000131,-235352.0,-141081.0,-3333.0
IA,2022-03-01,158077531.91000026,2391011.0,1160154.0,32540,18252684.660000205,264610.0,143383.0,4053.0
IA,2022-04-01,150188089.4100002,2266273.0,1075023.0,30230,-7889442.50000006,-124738.0,-85131.0,-2310.0
IA,2022-05-01,153300145.43,2262973.0,1079656.0,30248,3112056.019999802,-3300.0,4633.0,18.0
IA,2022-06-01,143556664.98000044,2134477.0,1041716.0,29716,-9743480.44999957,-128496.0,-37940.0,-532.0
IA,2022-07-01,143419841.18000013,2045276.0,963514.0,27843,-136823.80000030994,-89201.0,-78202.0,-1873.0
IA,2022-08-01,159803141.4800006,2351484.0,1182743.0,33664,16383300.300000459,306208.0,219229.0,5821.0
IA,2022-09-01,159536193.4400003,2362289.0,1150632.0,32220,-266948.0400002897,10805.0,-32111.0,-1444.0
IA,2022-10-01,165205101.42000043,2455285.0,1199703.0,33205,5668907.980000138,92996.0,49071.0,985.0
IA,2022-11-01,163452708.79000005,2409242.0,1185860.0,32808,-1752392.6300003827,-46043.0,-13843.0,-397.0
IA,2022-12-01,157851759.6900002,2292868.0,1095781.0,30449,-5600949.099999845,-116374.0,-90079.0,-2359.0
IA,2023-01-01,170458844.51000035,2475816.0,1187009.0,33167,12607084.820000142,182948.0,91228.0,2718.0
IA,2023-02-01,154318625.4500003,2228377.0,1078278.0,30183,-16140219.060000062,-247439.0,-108731.0,-2984.0
IA,2023-03-01,173145064.87000006,2393288.0,1257541.0,34758,18826439.41999978,164911.0,179263.0,4575.0
IA,2023-04-01,165020773.76999986,2372052.0,1116962.0,30854,-8124291.100000203,-21236.0,-140579.0,-3904.0
IA,2023-05-01,174658543.93999958,2505346.0,1170280.0,32304,9637770.169999719,133294.0,53318.0,1450.0
IA,2023-06-01,158158585.62999994,2254369.0,1032229.0,28866,-16499958.309999645,-250977.0,-138051.0,-3438.0
IA,2023-07-01,151282286.47,2131358.0,908893.0,25683,-6876299.159999937,-123011.0,-123336.0,-3183.0
IA,2023-08-01,166353837.2600001,2399682.0,1089156.0,30389,15071550.79000011,268324.0,180263.0,4706.0
IA,2023-09-01,160620695.0400003,2319663.0,1011374.0,27936,-5733142.21999982,-80019.0,-77782.0,-2453.0
IA,2023-10-01,172397978.6499998,2503457.0,1111184.0,29942,11777283.609999508,183794.0,99810.0,2006.0
IA,2023-11-01,164488808.2,2475662.0,1061193.0,27684,-7909170.449999809,-27795.0,-49991.0,-2258.0
IA,2023-12-01,161692109.85000002,2397689.0,982227.0,25545,-2796698.3499999642,-77973.0,-78966.0,-2139.0
IA,2024-01-01,169580364.39000005,2440836.0,1023246.0,26599,7888254.540000021,43147.0,41019.0,1054.0
IA,2024-02-01,172491447.97999984,2529936.0,1103628.0,28276,2911083.589999795,89100.0,80382.0,1677.0
IA,2024-03-01,173378351.78000015,2485183.0,1041538.0,26852,886903.80000031,-44753.0,-62090.0,-1424.0
IA,2024-04-01,178210212.03999987,2567429.0,1074531.0,27390,4831860.259999722,82246.0,32993.0,538.0
IA,2024-05-01,177802887.5699997,2480393.0,1008452.0,26206,-407324.4700001776,-87036.0,-66079.0,-1184.0
IA,2024-06-01,157042894.93999982,2121226.0,863018.0,22635,-20759992.629999876,-359167.0,-145434.0,-3571.0
IA,2024-07-01,165973336.87999982,2224928.0,912135.0,23888,8930441.939999998,103702.0,49117.0,1253.0
IA,2024-08-01,171078651.00000012,2345281.0,968331.0,25070,5105314.120000303,120353.0,56196.0,1182.0
IA,2024-09-01,166986228.2900003,2228162.0,950453.0,24712,-4092422.7099998295,-117119.0,-17878.0,-358.0
IA,2024-10-01,175928371.03000003,2356392.0,1029902.0,26358,8942142.739999741,128230.0,79449.0,1646.0
IA,2024-11-01,146410250.5700001,1888724.0,806334.0,20714,-29518120.45999992,-467668.0,-223568.0,-5644.0
IA,2024-12-01,36975069.18999997,440276.0,330012.0,9134,-109435181.38000014,-1448448.0,-476322.0,-11580.0
ID,2018-01-01,37131495.229999945,834717.0,474950.0,12906,,,,
ID,2018-02-01,33565186.73000001,761785.0,432564.0,11916,-3566308.499999933,-72932.0,-42386.0,-990.0
ID,2018-03-01,39063600.65000004,889172.0,492699.0,13354,5498413.920000032,127387.0,60135.0,1438.0
ID,2018-04-01,37182052.60999997,831883.0,451621.0,12461,-1881548.0400000736,-57289.0,-41078.0,-893.0
ID,2018-05-01,35317549.96000002,812623.0,433350.0,12194,-1864502.6499999464,-19260.0,-18271.0,-267.0
ID,2018-06-01,33956612.41000002,753567.0,426531.0,11974,-1360937.5500000045,-59056.0,-6819.0,-220.0
ID,2018-07-01,34531720.619999945,760370.0,430530.0,12182,575108.2099999264,6803.0,3999.0,208.0
ID,2018-08-01,38225506.269999996,854842.0,485321.0,13579,3693785.6500000507,94472.0,54791.0,1397.0
ID,2018-09-01,34989524.459999986,765494.0,427149.0,12002,-3235981.81000001,-89348.0,-58172.0,-1577.0
ID,2018-10-01,38670893.92000005,883884.0,483423.0,13415,3681369.4600000605,118390.0,56274.0,1413.0
ID,2018-11-01,39140576.100000024,866793.0,476040.0,13102,469682.17999997735,-17091.0,-7383.0,-313.0
ID,2018-12-01,35566666.55999997,768548.0,419087.0,11816,-3573909.5400000513,-98245.0,-56953.0,-1286.0
ID,2019-01-01,44556155.839999974,967446.0,529999.0,14254,8989489.280000001,198898.0,110912.0,2438.0
ID,2019-02-01,40090339.649999976,863505.0,474798.0,13024,-4465816.189999998,-103941.0,-55201.0,-1230.0
ID,2019-03-01,41685734.00000001,892752.0,490077.0,13440,1595394.3500000313,29247.0,15279.0,416.0
ID,2019-04-01,44145306.759999976,958384.0,503125.0,13896,2459572.759999968,65632.0,13048.0,456.0
ID,2019-05-01,43167747.26999998,912573.0,471734.0,13249,-977559.4899999946,-45811.0,-31391.0,-647.0
ID,2019-06-01,36512169.12000001,728908.0,396121.0,11318,-6655578.149999969,-183665.0,-75613.0,-1931.0
ID,2019-07-01,35564942.82999996,725310.0,386351.0,11089,-947226.2900000513,-3598.0,-9770.0,-229.0
ID,2019-08-01,40779853.48000005,784594.0,424499.0,12173,5214910.650000088,59284.0,38148.0,1084.0
ID,2019-09-01,40571177.93999999,791977.0,411533.0,11779,-208675.5400000587,7383.0,-12966.0,-394.0
ID,2019-10-01,46297248.20999996,934554.0,488760.0,13571,5726070.2699999735,142577.0,77227.0,1792.0
ID,2019-11-01,40023018.41999994,783495.0,413972.0,11804,-6274229.790000021,-151059.0,-74788.0,-1767.0
ID,2019-12-01,40314456.76999995,775557.0,414079.0,11666,291438.35000000894,-7938.0,107.0,-138.0
ID,2020-01-01,51184530.290000044,993179.0,560457.0,15010,10870073.520000093,217622.0,146378.0,3344.0
ID,2020-02-01,50064029.589999944,952804.0,540224.0,14607,-1120500.7000000998,-40375.0,-20233.0,-403.0
ID,2020-03-01,45881870.079999976,856864.0,487613.0,13632,-4182159.509999968,-95940.0,-52611.0,-975.0
ID,2020-04-01,35730438.70999998,635147.0,312201.0,9593,-10151431.369999997,-221717.0,-175412.0,-4039.0
ID,2020-05-01,40921515.110000014,751367.0,408949.0,11741,5191076.400000036,116220.0,96748.0,2148.0
ID,2020-06-01,47898871.38000007,875843.0,487509.0,13618,6977356.270000055,124476.0,78560.0,1877.0
ID,2020-07-01,44457868.390000015,779518.0,413868.0,12608,-3441002.9900000542,-96325.0,-73641.0,-1010.0
ID,2020-08-01,40593893.39999996,683137.0,355235.0,11346,-3863974.9900000542,-96381.0,-58633.0,-1262.0
ID,2020-09-01,40214045.07999995,698228.0,365123.0,11666,-379848.32000000775,15091.0,9888.0,320.0
ID,2020-10-01,41351402.169999965,722058.0,397863.0,12691,1137357.090000011,23830.0,32740.0,1025.0
ID,2020-11-01,34483279.36999999,595785.0,326895.0,10447,-6868122.799999975,-126273.0,-70968.0,-2244.0
ID,2020-12-01,36326371.44999993,621998.0,336647.0,10724,1843092.0799999386,26213.0,9752.0,277.0
ID,2021-01-01,39418882.45999998,669732.0,365722.0,11474,3092511.01000005,47734.0,29075.0,750.0
ID,2021-02-01,38304794.12999995,660103.0,353597.0,11148,-1114088.330000028,-9629.0,-12125.0,-326.0
ID,2021-03-01,40402879.12999994,731030.0,390921.0,11953,2098084.9999999925,70927.0,37324.0,805.0
ID,2021-04-01,43523415.150000036,771137.0,412013.0,12611,3120536.0200000927,40107.0,21092.0,658.0
ID,2021-05-01,40147307.949999996,688539.0,370215.0,11774,-3376107.2000000402,-82598.0,-41798.0,-837.0
ID,2021-06-01,35685481.18000004,620556.0,348508.0,11142,-4461826.769999959,-67983.0,-21707.0,-632.0
ID,2021-07-01,36944158.88999995,629770.0,356176.0,11435,1258677.7099999115,9214.0,7668.0,293.0
ID,2021-08-01,38007162.370000035,682742.0,401837.0,12685,1063003.4800000861,52972.0,45661.0,1250.0
ID,2021-09-01,40228211.32999999,722564.0,412481.0,12650,2221048.959999956,39822.0,10644.0,-35.0
ID,2021-10-01,40154672.089999974,725649.0,412491.0,12777,-73539.24000001699,3085.0,10.0,127.0
ID,2021-11-01,39074381.899999976,707629.0,401714.0,12656,-1080290.1899999976,-18020.0,-10777.0,-121.0
ID,2021-12-01,37362218.68999999,662727.0,371554.0,11929,-1712163.209999986,-44902.0,-30160.0,-727.0
ID,2022-01-01,42503317.23000003,734022.0,422642.0,12894,5141098.540000036,71295.0,51088.0,965.0
ID,2022-02-01,39928252.639999986,696366.0,377447.0,12036,-2575064.590000041,-37656.0,-45195.0,-858.0
ID,2022-03-01,46632522.349999964,828768.0,447502.0,13867,6704269.709999979,132402.0,70055.0,1831.0
ID,2022-04-01,43500987.989999965,769638.0,410501.0,13081,-3131534.3599999994,-59130.0,-37001.0,-786.0
ID,2022-05-01,42740528.60999993,748917.0,404141.0,12950,-760459.3800000325,-20721.0,-6360.0,-131.0
ID,2022-06-01,40369081.809999935,693103.0,388659.0,12575,-2371446.799999997,-55814.0,-15482.0,-375.0
ID,2022-07-01,38742515.93999997,619424.0,344405.0,11316,-1626565.8699999675,-73679.0,-44254.0,-1259.0
ID,2022-08-01,41311639.40999996,696674.0,391047.0,12342,2569123.4699999914,77250.0,46642.0,1026.0
ID,2022-09-01,46771151.02000001,778107.0,421782.0,13233,5459511.610000052,81433.0,30735.0,891.0
ID,2022-10-01,48080786.31999998,791777.0,428391.0,13486,1309635.2999999672,13670.0,6609.0,253.0
ID,2022-11-01,43950654.96000004,726574.0,406022.0,12759,-4130131.35999994,-65203.0,-22369.0,-727.0
ID,2022-12-01,46051390.240000024,730822.0,414725.0,13028,2100735.2799999863,4248.0,8703.0,269.0
ID,2023-01-01,49606239.069999985,814318.0,454977.0,14170,3554848.829999961,83496.0,40252.0,1142.0
ID,2023-02-01,43050373.10000001,704594.0,384467.0,12249,-6555865.969999976,-109724.0,-70510.0,-1921.0
ID,2023-03-01,51823593.08000007,836944.0,450997.0,13915,8773219.980000064,132350.0,66530.0,1666.0
ID,2023-04-01,51809612.98000006,802520.0,426776.0,13291,-13980.100000016391,-34424.0,-24221.0,-624.0
ID,2023-05-01,53147126.03000006,824788.0,428952.0,13441,1337513.0500000045,22268.0,2176.0,150.0
ID,2023-06-01,45033996.06999995,677171.0,353278.0,11503,-8113129.960000113,-147617.0,-75674.0,-1938.0
ID,2023-07-01,39769464.84999997,571452.0,286361.0,9691,-5264531.219999976,-105719.0,-66917.0,-1812.0
ID,2023-08-01,50894723.03999998,765184.0,395615.0,12895,11125258.190000005,193732.0,109254.0,3204.0
ID,2023-09-01,47422969.499999925,706187.0,348493.0,11558,-3471753.5400000513,-58997.0,-47122.0,-1337.0
ID,2023-10-01,53000299.54999994,807200.0,401009.0,12961,5577330.050000012,101013.0,52516.0,1403.0
ID,2023-11-01,50175638.45999994,755250.0,377797.0,12281,-2824661.089999996,-51950.0,-23212.0,-680.0
ID,2023-12-01,47444348.25999996,687601.0,342903.0,11276,-2731290.1999999806,-67649.0,-34894.0,-1005.0
ID,2024-01-01,54189340.67999993,810044.0,401409.0,12956,6744992.419999972,122443.0,58506.0,1680.0
ID,2024-02-01,53515020.32,812516.0,400121.0,12559,-674320.3599999323,2472.0,-1288.0,-397.0
ID,2024-03-01,52998494.62000002,778381.0,377985.0,12245,-516525.6999999806,-34135.0,-22136.0,-314.0
ID,2024-04-01,56594404.72000003,862396.0,419711.0,13255,3595910.100000009,84015.0,41726.0,1010.0
ID,2024-05-01,56205844.18999996,831393.0,408762.0,13142,-388560.53000006825,-31003.0,-10949.0,-113.0
ID,2024-06-01,47129100.28000002,677387.0,352076.0,11839,-9076743.909999937,-154006.0,-56686.0,-1303.0
ID,2024-07-01,42873769.79000004,636112.0,339787.0,11229,-4255330.489999987,-41275.0,-12289.0,-610.0
ID,2024-08-01,42975617.89999999,633401.0,335381.0,10891,101848.1099999547,-2711.0,-4406.0,-338.0
ID,2024-09-01,37155764.15999995,555021.0,273913.0,8867,-5819853.740000039,-78380.0,-61468.0,-2024.0
ID,2024-10-01,44797241.250000015,683400.0,349412.0,11172,7641477.090000063,128379.0,75499.0,2305.0
ID,2024-11-01,35563228.099999964,516643.0,266181.0,8791,-9234013.15000005,-166757.0,-83231.0,-2381.0
ID,2024-12-01,14609553.409999998,212383.0,133778.0,4842,-20953674.689999968,-304260.0,-132403.0,-3949.0
IL,2018-01-01,167889523.82000026,5376810.0,3657208.0,66917,,,,
IL,2018-02-01,146738263.75000015,4758992.0,3213764.0,60846,-21151260.070000112,-617818.0,-443444.0,-6071.0
IL,2018-03-01,161994460.8300002,5230478.0,3551195.0,65990,15256197.080000043,471486.0,337431.0,5144.0
IL,2018-04-01,164565896.4299999,5297170.0,3583593.0,63779,2571435.599999696,66692.0,32398.0,-2211.0
IL,2018-05-01,164700374.13000035,5106215.0,3489770.0,63096,134477.70000046492,-190955.0,-93823.0,-683.0
IL,2018-06-01,139669640.99999997,3951595.0,2820267.0,54165,-25030733.130000383,-1154620.0,-669503.0,-8931.0
IL,2018-07-01,138772957.9099997,4043280.0,2945354.0,56055,-896683.0900002718,91685.0,125087.0,1890.0
IL,2018-08-01,135601882.2199995,4109766.0,2962738.0,57032,-3171075.690000206,66486.0,17384.0,977.0
IL,2018-09-01,101184272.12000023,3417406.0,2046797.0,40597,-34417610.099999264,-692360.0,-915941.0,-16435.0
IL,2018-10-01,127773859.2200004,4300598.0,2513020.0,48010,26589587.100000173,883192.0,466223.0,7413.0
IL,2018-11-01,142221500.32,4474108.0,2722953.0,50891,14447641.099999592,173510.0,209933.0,2881.0
IL,2018-12-01,171359211.4700002,5260387.0,3411542.0,61589,29137711.150000215,786279.0,688589.0,10698.0
IL,2019-01-01,199623124.90999997,6191815.0,4051549.0,69788,28263913.43999976,931428.0,640007.0,8199.0
IL,2019-02-01,194756867.07000077,6082553.0,4003745.0,68881,-4866257.839999199,-109262.0,-47804.0,-907.0
IL,2019-03-01,207236236.91000032,6446190.0,4353443.0,72837,12479369.839999557,363637.0,349698.0,3956.0
IL,2019-04-01,214162683.13000083,6523254.0,4321524.0,73610,6926446.220000505,77064.0,-31919.0,773.0
IL,2019-05-01,205355496.2800002,6475105.0,4197267.0,72195,-8807186.85000062,-48149.0,-124257.0,-1415.0
IL,2019-06-01,182998398.91000003,5481174.0,3721696.0,66577,-22357097.370000184,-993931.0,-475571.0,-5618.0
IL,2019-07-01,218851888.70000005,6334426.0,4167634.0,71729,35853489.79000002,853252.0,445938.0,5152.0
IL,2019-08-01,230854597.23999983,6918578.0,4587690.0,77202,12002708.539999783,584152.0,420056.0,5473.0
IL,2019-09-01,224437258.40000048,7270993.0,4398406.0,74393,-6417338.839999348,352415.0,-189284.0,-2809.0
IL,2019-10-01,253366688.6699993,8018349.0,4882673.0,80580,28929430.26999882,747356.0,484267.0,6187.0
IL,2019-11-01,212972659.02000025,6625812.0,4137866.0,71121,-40394029.64999905,-1392537.0,-744807.0,-9459.0
IL,2019-12-01,203876015.69000006,6296255.0,4089306.0,70395,-9096643.330000192,-329557.0,-48560.0,-726.0
IL,2020-01-01,254246182.67999986,7445994.0,4769054.0,78881,50370166.9899998,1149739.0,679748.0,8486.0
IL,2020-02-01,228614315.04999954,6683544.0,4436553.0,74487,-25631867.630000323,-762450.0,-332501.0,-4394.0
IL,2020-03-01,205494482.04999983,5322683.0,3480590.0,61798,-23119832.999999702,-1360861.0,-955963.0,-12689.0
IL,2020-04-01,159513583.24999988,3715283.0,2103499.0,38831,-45980898.79999995,-1607400.0,-1377091.0,-22967.0
IL,2020-05-01,168348704.06000042,4113714.0,2572221.0,47548,8835120.810000539,398431.0,468722.0,8717.0
IL,2020-06-01,198714924.33999982,5122659.0,3494982.0,62178,30366220.279999405,1008945.0,922761.0,14630.0
IL,2020-07-01,244579391.5199995,6190997.0,3698943.0,63473,45864467.17999968,1068338.0,203961.0,1295.0
IL,2020-08-01,230821537.72999957,5976877.0,3750969.0,64808,-13757853.789999932,-214120.0,52026.0,1335.0
IL,2020-09-01,219992911.99000016,5750794.0,3843184.0,66873,-10828625.739999413,-226083.0,92215.0,2065.0
IL,2020-10-01,224578327.30000025,5799920.0,4068293.0,69549,4585415.310000092,49126.0,225109.0,2676.0
IL,2020-11-01,195988950.9100002,4724136.0,3346169.0,58815,-28589376.390000045,-1075784.0,-722124.0,-10734.0
IL,2020-12-01,206702726.78000012,4870491.0,3396688.0,58964,10713775.869999915,146355.0,50519.0,149.0
IL,2021-01-01,224849076.73999983,5117252.0,3575588.0,60933,18146349.95999971,246761.0,178900.0,1969.0
IL,2021-02-01,215921436.76000082,4910293.0,3453025.0,59227,-8927639.979999006,-206959.0,-122563.0,-1706.0
IL,2021-03-01,261744891.92999986,6110480.0,4372279.0,70419,45823455.16999903,1200187.0,919254.0,11192.0
IL,2021-04-01,227383248.33999997,5684153.0,4174594.0,67722,-34361643.589999884,-426327.0,-197685.0,-2697.0
IL,2021-05-01,216069267.70000064,5320870.0,3972618.0,65269,-11313980.63999933,-363283.0,-201976.0,-2453.0
IL,2021-06-01,218070885.7800005,5193575.0,4028221.0,66576,2001618.079999864,-127295.0,55603.0,1307.0
IL,2021-07-01,227377259.94000098,5341276.0,3944477.0,65289,9306374.160000473,147701.0,-83744.0,-1287.0
IL,2021-08-01,249507867.23000067,5981003.0,4496240.0,72161,22130607.289999694,639727.0,551763.0,6872.0
IL,2021-09-01,258484947.03000012,6102727.0,4449175.0,70584,8977079.799999446,121724.0,-47065.0,-1577.0
IL,2021-10-01,254768722.76999962,6076937.0,4480058.0,71646,-3716224.260000497,-25790.0,30883.0,1062.0
IL,2021-11-01,247506807.85000002,5787801.0,4212978.0,68305,-7261914.919999599,-289136.0,-267080.0,-3341.0
IL,2021-12-01,250164214.1799995,5626574.0,4149611.0,66466,2657406.3299994767,-161227.0,-63367.0,-1839.0
IL,2022-01-01,260913832.50000006,5873325.0,4156485.0,66437,10749618.32000056,246751.0,6874.0,-29.0
IL,2022-02-01,230637762.7000007,5352832.0,3856823.0,63076,-30276069.799999356,-520493.0,-299662.0,-3361.0
IL,2022-03-01,278460356.6599992,6476999.0,4704528.0,73739,47822593.95999849,1124167.0,847705.0,10663.0
IL,2022-04-01,265025994.9499999,6054134.0,4334448.0,69367,-13434361.709999293,-422865.0,-370080.0,-4372.0
IL,2022-05-01,273858468.5999993,6051971.0,4329673.0,69306,8832473.64999941,-2163.0,-4775.0,-61.0
IL,2022-06-01,258218534.22999948,5482213.0,4099090.0,66633,-15639934.369999826,-569758.0,-230583.0,-2673.0
IL,2022-07-01,261291597.88999963,5274507.0,3950616.0,64300,3073063.6600001454,-207706.0,-148474.0,-2333.0
IL,2022-08-01,297258046.910001,6238635.0,4698740.0,74639,35966449.02000135,964128.0,748124.0,10339.0
IL,2022-09-01,286425828.6499999,6017632.0,4368188.0,70949,-10832218.260001063,-221003.0,-330552.0,-3690.0
IL,2022-10-01,291443213.7999991,6176925.0,4553342.0,72960,5017385.149999201,159293.0,185154.0,2011.0
IL,2022-11-01,286376942.1899995,6013839.0,4505777.0,71242,-5066271.609999597,-163086.0,-47565.0,-1718.0
IL,2022-12-01,270580739.87999964,5633959.0,4196973.0,66904,-15796202.309999883,-379880.0,-308804.0,-4338.0
IL,2023-01-01,302531309.22000027,6466335.0,4665607.0,73283,31950569.34000063,832376.0,468634.0,6379.0
IL,2023-02-01,287275737.64999896,6152803.0,4476816.0,70245,-15255571.570001304,-313532.0,-188791.0,-3038.0
IL,2023-03-01,335319334.9299991,7195417.0,5173915.0,77547,48043597.28000015,1042614.0,697099.0,7302.0
IL,2023-04-01,301831642.9899982,6310606.0,4565399.0,70998,-33487691.94000089,-884811.0,-608516.0,-6549.0
IL,2023-05-01,324772929.4100001,6662732.0,4895146.0,75244,22941286.420001864,352126.0,329747.0,4246.0
IL,2023-06-01,282451918.88999903,5530069.0,4319895.0,69850,-42321010.520001054,-1132663.0,-575251.0,-5394.0
IL,2023-07-01,274297982.02999824,5253765.0,4147389.0,67939,-8153936.860000789,-276304.0,-172506.0,-1911.0
IL,2023-08-01,310105542.65999883,6197499.0,4895071.0,77650,35807560.63000059,943734.0,747682.0,9711.0
IL,2023-09-01,283631530.53999954,5775522.0,4371013.0,71816,-26474012.11999929,-421977.0,-524058.0,-5834.0
IL,2023-10-01,306158875.28999937,6266185.0,4709921.0,75779,22527344.74999982,490663.0,338908.0,3963.0
IL,2023-11-01,290166803.14999944,5793236.0,4381479.0,70984,-15992072.139999926,-472949.0,-328442.0,-4795.0
IL,2023-12-01,278300306.4599991,5354981.0,4082267.0,66671,-11866496.690000355,-438255.0,-299212.0,-4313.0
IL,2024-01-01,325876297.26,6076548.0,4438342.0,72158,47575990.800000906,721567.0,356075.0,5487.0
IL,2024-02-01,311505732.2500001,5955169.0,4395376.0,71200,-14370565.009999871,-121379.0,-42966.0,-958.0
IL,2024-03-01,307852557.7100005,5739690.0,4333674.0,69678,-3653174.539999604,-215479.0,-61702.0,-1522.0
IL,2024-04-01,344565537.8700001,6372347.0,4264708.0,69880,36712980.15999961,632657.0,-68966.0,202.0
IL,2024-05-01,327638729.73,5919935.0,4173142.0,68649,-16926808.140000105,-452412.0,-91566.0,-1231.0
IL,2024-06-01,278418551.0899996,4846452.0,3627586.0,62060,-49220178.6400004,-1073483.0,-545556.0,-6589.0
IL,2024-07-01,292587450.4499987,5218917.0,3987602.0,66565,14168899.35999906,372465.0,360016.0,4505.0
IL,2024-08-01,290933995.05999863,5401157.0,4250460.0,70441,-1653455.3900000453,182240.0,262858.0,3876.0
IL,2024-09-01,276023190.5899987,5235605.0,3957161.0,66147,-14910804.46999991,-165552.0,-293299.0,-4294.0
IL,2024-10-01,277731744.77999896,5535259.0,4209025.0,69022,1708554.190000236,299654.0,251864.0,2875.0
IL,2024-11-01,203780834.39999878,4006383.0,3105091.0,54096,-73950910.38000017,-1528876.0,-1103934.0,-14926.0
IL,2024-12-01,82571189.68000022,1841983.0,1453501.0,28823,-121209644.71999857,-2164400.0,-1651590.0,-25273.0
IN,2018-01-01,149583113.8400002,4407352.0,2376035.0,66745,,,,
IN,2018-02-01,134073574.93000048,3724864.0,2158220.0,61119,-15509538.909999728,-682488.0,-217815.0,-5626.0
IN,2018-03-01,141483577.6300007,3806408.0,2264810.0,63623,7410002.7000002265,81544.0,106590.0,2504.0
IN,2018-04-01,133286018.78000048,3599341.0,2208489.0,62207,-8197558.850000232,-207067.0,-56321.0,-1416.0
IN,2018-05-01,138091661.65000024,3768035.0,2278614.0,63845,4805642.869999766,168694.0,70125.0,1638.0
IN,2018-06-01,125724029.49000032,3213372.0,2009782.0,57754,-12367632.159999922,-554663.0,-268832.0,-6091.0
IN,2018-07-01,128315166.62000069,3372133.0,2129454.0,61313,2591137.1300003678,158761.0,119672.0,3559.0
IN,2018-08-01,141360485.15000072,3771424.0,2400350.0,68079,13045318.530000031,399291.0,270896.0,6766.0
IN,2018-09-01,127478526.03000048,3285051.0,2078503.0,59582,-13881959.120000243,-486373.0,-321847.0,-8497.0
IN,2018-10-01,143686834.38000035,3870498.0,2448700.0,68036,16208308.349999875,585447.0,370197.0,8454.0
IN,2018-11-01,135968376.04000053,3431743.0,2152283.0,61172,-7718458.339999825,-438755.0,-296417.0,-6864.0
IN,2018-12-01,156552267.71000025,3140875.0,1914079.0,58503,20583891.66999972,-290868.0,-238204.0,-2669.0
IN,2019-01-01,193964607.01000035,3735717.0,2180706.0,66185,37412339.3000001,594842.0,266627.0,7682.0
IN,2019-02-01,181761293.8199997,3497538.0,2094373.0,63382,-12203313.190000653,-238179.0,-86333.0,-2803.0
IN,2019-03-01,194829035.7399993,3695918.0,2243770.0,67105,13067741.9199996,198380.0,149397.0,3723.0
IN,2019-04-01,196939435.52999985,3755031.0,2254111.0,67383,2110399.790000558,59113.0,10341.0,278.0
IN,2019-05-01,198302059.93,3631686.0,2185929.0,65737,1362624.400000155,-123345.0,-68182.0,-1646.0
IN,2019-06-01,175845947.55000007,3127674.0,1919663.0,59322,-22456112.379999936,-504012.0,-266266.0,-6415.0
IN,2019-07-01,190724642.21000004,3467535.0,2123302.0,64885,14878694.659999967,339861.0,203639.0,5563.0
IN,2019-08-01,196613204.24,3628695.0,2219987.0,67040,5888562.029999971,161160.0,96685.0,2155.0
IN,2019-09-01,188849536.8399999,3584352.0,2150408.0,65259,-7763667.400000095,-44343.0,-69579.0,-1781.0
IN,2019-10-01,204252689.80000025,3985787.0,2442864.0,71713,15403152.960000336,401435.0,292456.0,6454.0
IN,2019-11-01,179093888.9000005,3327518.0,2053578.0,61614,-25158800.899999738,-658269.0,-389286.0,-10099.0
IN,2019-12-01,182035679.37999994,3291018.0,2043897.0,61689,2941790.479999423,-36500.0,-9681.0,75.0
IN,2020-01-01,220577395.31999934,4089593.0,2484893.0,73123,38541715.9399994,798575.0,440996.0,11434.0
IN,2020-02-01,199407073.86000058,3614813.0,2204884.0,65954,-21170321.459998757,-474780.0,-280009.0,-7169.0
IN,2020-03-01,171361748.58999985,2989437.0,1743404.0,53303,-28045325.270000726,-625376.0,-461480.0,-12651.0
